id;x_wgs;y_wgs
5850122;25.060081764159733;60.3267282634621
5850123;25.064605968953124;60.326794208436596
5850124;25.069130194936694;60.32685999953765
5850125;25.07365444206106;60.32692563676384
5850126;25.078178710276877;60.32699112011373
5850127;25.082702999534778;60.3270564495859
5850128;25.087227309785355;60.32712162517892
5850129;25.09175164097929;60.32718664689139
5850130;25.096275993067202;60.32725151472192
5850131;25.100800365999696;60.32731622866906
5850132;25.10532475972742;60.327380788731446
5850133;25.109849174201;60.32744519490766
5850134;25.114373609371047;60.327509447196284
5851882;24.544642259711157;60.3159596367994
5851884;24.553684599578276;60.3161264207097
5851904;24.64411381878863;60.31776044853751
5851917;24.70289836320375;60.31878959622431
5851920;24.71646463432291;60.31902340235018
5851922;24.7255089400555;60.3191785044052
5851923;24.730031130270085;60.319255824818974
5851946;24.834048259495727;60.32099175744409
5851947;24.838571032114487;60.32106538752974
5851948;24.843093828384315;60.32113886383143
5851949;24.847616648255958;60.3212121863476
5851953;24.865708162774872;60.32150393852509
5851954;24.870231099916317;60.321576492089775
5851955;24.874754060363873;60.32164889185941
5851956;24.879277044068246;60.321721137832455
5851957;24.88380005098015;60.321793230007366
5851964;24.915461745034047;60.32229356875208
5851980;24.987835501848238;60.32340889818278
